,end,err_imf_avg,imf_avg,start,x_avg,y_avg,z_avg
1827,2006-08-28 06:40:00,2.5114482772442726,0.3778928562533111,2006-08-28 02:05:00,-18.122721259277533,-2.3851127878556855,5.790067156983653
1828,2006-08-28 08:00:00,0.7280009113899545,-0.2153333199520906,2006-08-28 07:50:00,-18.137131795113273,-1.345000784806153,7.658923245958249
1829,2006-08-28 09:40:00,1.4832004816737525,1.4918461595303738,2006-08-28 08:40:00,-17.97896719510281,-0.9634401072165943,8.254989556041197
1830,2006-08-29 12:05:00,2.098445029311623,-0.3865714420165333,2006-08-29 11:35:00,2.3243940175348117,3.294436845527726,4.990021750341952
1831,2006-08-29 21:30:00,1.3472578219554323,0.7707567585380496,2006-08-29 18:30:00,-6.324952169246629,-4.126824674305447,4.543039193643496
1832,2006-08-30 06:25:00,0.17796228281268314,-2.090499994158745,2006-08-30 05:50:00,-16.231870977868468,-3.5643344843823574,1.3791987129179093
1833,2006-08-30 10:25:00,1.2126950178422575,1.2343750017356465,2006-08-30 06:50:00,-17.249932221286798,-2.9703129236169574,2.952001969149983
1834,2006-08-30 21:45:00,0.8885951721583333,0.1066666827847561,2006-08-30 21:35:00,-17.179772929419766,0.7744467116622195,9.71239470517449
1835,2006-08-31 21:35:00,0.6255789034659396,-5.411333327823216,2006-08-31 20:55:00,2.78743961352657,2.981722736706256,4.4318003453147075
1836,2006-09-01 00:00:00,0.5221554511264281,-4.522333391507466,2006-08-31 23:50:00,3.4170983100507506,-0.05619212054622508,1.6274786794328466
1837,2006-09-01 14:40:00,2.764105998179619,-1.3788865832715398,2006-09-01 08:45:00,-14.022955579971747,-3.6046212002302096,1.1594268299063466
1838,2006-09-01 16:45:00,0.9540959325579933,-1.6841111186477873,2006-09-01 15:20:00,-16.745156002023055,-2.7089938785120076,1.9118749890999145
1839,2006-09-01 17:55:00,1.6275323276337363,-2.022799991170565,2006-09-01 17:10:00,-17.332961858420973,-2.327028723905195,2.855061999686078
1840,2006-09-02 05:05:00,0.2489250257021015,2.9944999814033513,2006-09-02 04:50:00,-17.665437137027155,0.9438863600690629,8.980419086485638
1841,2006-09-03 20:40:00,1.1295864538067812,-0.509459994405508,2006-09-03 18:40:00,-13.350362580442631,-3.2899952911630823,1.5913357400722021
1842,2006-09-04 03:10:00,3.327963479937894,-0.389241385074525,2006-09-03 20:55:00,-16.21913233483961,-2.306576262505266,1.380432717329346
1843,2006-09-04 06:55:00,3.0062582819394206,-3.6228214166585415,2006-09-04 03:20:00,-18.01795779169818,-0.9289072644511353,4.368195373924459
1844,2006-09-04 09:00:00,0.524488150673749,-1.8543999919295309,2006-09-04 08:15:00,-18.351593156490345,0.08938942081305919,6.353115680426935
1845,2006-09-04 11:30:00,2.0921875949167896,0.27129411848590657,2006-09-04 10:10:00,-18.218019149270134,0.7341538404719916,7.493430710849714
1847,2006-09-06 01:55:00,0.1135967399100078,-1.1992727279663085,2006-09-06 01:05:00,-10.046474793453287,-3.3090852014097973,3.5252350851157943
1848,2006-09-06 02:50:00,0.2445103869614415,0.6766666591167451,2006-09-06 02:40:00,-11.520221838539214,-3.144979856642076,2.812797572332967
1849,2006-09-06 04:40:00,0.5659520441763742,0.4877142849777427,2006-09-06 03:00:00,-12.620280885859287,-2.9519025943449115,2.1514675875058864
1850,2006-09-06 05:50:00,0.6856393649005056,-0.06533333398401737,2006-09-06 05:40:00,-14.293203578716058,-2.5452833150211895,0.9388897608957253
1851,2006-09-06 12:30:00,0.8765722961172703,-0.6528291129896158,2006-09-06 06:00:00,-16.340570107031667,-1.6285601886713732,1.462948208754463
1852,2006-09-06 13:30:00,0.793031890446915,-1.8500000107288361,2006-09-06 12:45:00,-17.84707267304976,-0.5296342803327578,3.7424737089938787
1853,2006-09-06 17:20:00,0.1698587576032322,-0.7439999947945277,2006-09-06 17:10:00,-18.336524878355046,0.6916758227384503,6.119133574007221
1854,2006-09-08 00:40:00,0.64752761575859,1.022000005841255,2006-09-08 00:30:00,3.09292104850102,2.6697012504578037,4.455396850311306
1855,2006-09-08 18:05:00,0.2949826426409213,-0.20537254979340908,2006-09-08 15:20:00,-15.606867515488382,-1.44639773975828,0.5065415901095959
1856,2006-09-10 09:30:00,0.2737093362535405,-1.2996000099182126,2006-09-10 09:10:00,2.7910846021032802,2.8572280646680275,5.130215036885889
1857,2006-09-10 17:55:00,0.2761038421122336,-0.2146666642278433,2006-09-10 17:45:00,-7.637314916548945,-2.7735049442787627,4.371579553183697
1858,2006-09-10 18:30:00,2.172468672382432,0.5918333202600479,2006-09-10 18:05:00,-8.33662951917543,-2.716371056349081,4.1751164129126765
1859,2006-09-10 18:50:00,0.8508027584469413,-1.8333333253860473,2006-09-10 18:40:00,-9.000523204101919,-2.6472034740752366,3.960916653586564
